name,dept,area,count,adjustedcount,year
Linchao Zhu,Zhejiang University,cvpr,1.0,0.33333,2019
Linchao Zhu,Zhejiang University,cvpr,5.0,1.6667,2020
Linchao Zhu,Zhejiang University,cvpr,3.0,0.75,2021
Linchao Zhu,Zhejiang University,cvpr,5.0,1.004,2022
Linchao Zhu,Zhejiang University,cvpr,3.0,0.66667,2023
Linchao Zhu,Zhejiang University,cvpr,2.0,0.45,2024
Linchao Zhu,Zhejiang University,eccv,1.0,0.5,2018
Linchao Zhu,Zhejiang University,eccv,3.0,0.64286,2020
Linchao Zhu,Zhejiang University,iccv,3.0,0.7,2019
Linchao Zhu,Zhejiang University,iccv,5.0,0.99167,2021
Linchao Zhu,Zhejiang University,iccv,1.0,0.25,2023
Linchao Zhu,Zhejiang University,iclr,1.0,0.25,2023
Linchao Zhu,Zhejiang University,iclr,1.0,0.25,2024
Linchao Zhu,Zhejiang University,iclr,2.0,0.45,2025
Linchao Zhu,Zhejiang University,icml,1.0,0.33333,2025
Linchao Zhu,Zhejiang University,ijcai,1.0,0.16667,2018
Linchao Zhu,Zhejiang University,nips,1.0,0.25,2019
Linchao Zhu,Zhejiang University,nips,1.0,0.11111,2022
Linchao Zhu,Zhejiang University,nips,1.0,0.25,2024
Linchao Zhu,Zhejiang University,sigir,1.0,0.25,2022
Ling Chen 0001,Zhejiang University,aaai,1.0,0.33333,2018
Ling Chen 0001,Zhejiang University,aaai,1.0,0.16667,2020
Ling Chen 0001,Zhejiang University,aaai,1.0,0.25,2023
Ling Chen 0001,Zhejiang University,iclr,1.0,0.2,2020
Ling Chen 0001,Zhejiang University,icra,1.0,0.25,2011
Ling Chen 0001,Zhejiang University,ijcai,1.0,0.16667,2024
Ling Chen 0001,Zhejiang University,nips,1.0,0.2,2023
Ling Chen 0001,Zhejiang University,nips,2.0,0.75,2024
Ling Chen 0001,Zhejiang University,ubicomp,2.0,0.41667,2016
Ling Chen 0001,Zhejiang University,ubicomp,1.0,0.2,2017
Ling Chen 0001,Zhejiang University,ubicomp,1.0,0.2,2019
Ling Chen 0001,Zhejiang University,ubicomp,1.0,0.25,2022
Ling Chen 0001,Zhejiang University,ubicomp,2.0,0.58333,2023
Ling Chen 0001,Zhejiang University,ubicomp,1.0,0.5,2024
Lingfeng Bao,Zhejiang University,ase,1.0,0.25,2019
Lingfeng Bao,Zhejiang University,ase,1.0,0.16667,2021
Lingfeng Bao,Zhejiang University,ase,1.0,0.25,2023
Lingfeng Bao,Zhejiang University,ase,1.0,0.16667,2024
Lingfeng Bao,Zhejiang University,fse,1.0,0.2,2018
Lingfeng Bao,Zhejiang University,fse,1.0,0.125,2022
Lingfeng Bao,Zhejiang University,fse,1.0,0.16667,2024
Lingfeng Bao,Zhejiang University,fse,2.0,0.4,2025
Lingfeng Bao,Zhejiang University,icde,1.0,0.16667,2024
Lingfeng Bao,Zhejiang University,icse,1.0,0.16667,2019
Lingfeng Bao,Zhejiang University,icse,1.0,0.25,2022
Lingfeng Bao,Zhejiang University,icse,1.0,0.2,2023
Lingfeng Bao,Zhejiang University,icse,1.0,0.16667,2024
Lingfeng Bao,Zhejiang University,ubicomp,1.0,0.14286,2019
Lingyun Sun,Zhejiang University,aaai,1.0,0.16667,2023
Lingyun Sun,Zhejiang University,aaai,1.0,0.125,2024
Lingyun Sun,Zhejiang University,aaai,3.0,0.525,2025
Lingyun Sun,Zhejiang University,chiconf,3.0,0.41111,2021
Lingyun Sun,Zhejiang University,chiconf,1.0,0.1,2022
Lingyun Sun,Zhejiang University,chiconf,5.0,0.47736,2023
Lingyun Sun,Zhejiang University,chiconf,7.0,0.83426,2024
Lingyun Sun,Zhejiang University,chiconf,7.0,0.85397,2025
Lingyun Sun,Zhejiang University,cvpr,1.0,0.25,2022
Lingyun Sun,Zhejiang University,cvpr,1.0,0.125,2024
Lingyun Sun,Zhejiang University,iccv,1.0,0.2,2021
Lingyun Sun,Zhejiang University,iccv,1.0,0.2,2023
Lingyun Sun,Zhejiang University,iclr,1.0,0.11111,2025
Lingyun Sun,Zhejiang University,icse,1.0,0.125,2024
Lingyun Sun,Zhejiang University,ijcai,1.0,0.14286,2023
Lingyun Sun,Zhejiang University,ijcai,2.0,0.33333,2025
Lingyun Sun,Zhejiang University,ubicomp,1.0,0.083333,2022
Lingyun Sun,Zhejiang University,ubicomp,2.0,0.15,2023
Lingyun Sun,Zhejiang University,uist,1.0,0.1,2022
Lingyun Sun,Zhejiang University,uist,4.0,0.43333,2024
Lingyun Sun,Zhejiang University,uist,4.0,0.58889,2025
Lingyun Sun,Zhejiang University,vr,1.0,0.14286,2024
Lingyun Sun,Zhejiang University,vr,1.0,0.125,2025
Liqiang Lu,Zhejiang University,asplos,2.0,0.24286,2024
Liqiang Lu,Zhejiang University,dac,1.0,0.2,2017
Liqiang Lu,Zhejiang University,dac,1.0,0.5,2018
Liqiang Lu,Zhejiang University,dac,1.0,0.25,2020
Liqiang Lu,Zhejiang University,dac,1.0,0.25,2021
Liqiang Lu,Zhejiang University,dac,1.0,0.14286,2023
Liqiang Lu,Zhejiang University,dac,1.0,0.16667,2024
Liqiang Lu,Zhejiang University,dac,4.0,0.56111,2025
Liqiang Lu,Zhejiang University,fse,1.0,0.125,2025
Liqiang Lu,Zhejiang University,hpca,1.0,0.14286,2023
Liqiang Lu,Zhejiang University,hpca,1.0,0.2,2025
Liqiang Lu,Zhejiang University,iccad,1.0,0.16667,2023
Liqiang Lu,Zhejiang University,iccad,1.0,0.11111,2025
Liqiang Lu,Zhejiang University,ijcai,1.0,0.090909,2025
Liqiang Lu,Zhejiang University,isca,1.0,0.125,2021
Liqiang Lu,Zhejiang University,isca,1.0,0.1,2022
Liqiang Lu,Zhejiang University,isca,2.0,0.23611,2025
Liqiang Lu,Zhejiang University,micro,1.0,0.14286,2021
Liqiang Lu,Zhejiang University,micro,1.0,0.083333,2023
Lu Chen 0001,Zhejiang University,aaai,1.0,0.1,2024
Lu Chen 0001,Zhejiang University,acl,1.0,0.05,2025
Lu Chen 0001,Zhejiang University,cvpr,1.0,0.076923,2025
Lu Chen 0001,Zhejiang University,emnlp,1.0,0.083333,2024
Lu Chen 0001,Zhejiang University,icde,1.0,0.2,2015
Lu Chen 0001,Zhejiang University,icde,1.0,0.2,2016
Lu Chen 0001,Zhejiang University,icde,2.0,0.36667,2018
Lu Chen 0001,Zhejiang University,icde,2.0,0.36667,2019
Lu Chen 0001,Zhejiang University,icde,1.0,0.125,2020
Lu Chen 0001,Zhejiang University,icde,2.0,0.36667,2021
Lu Chen 0001,Zhejiang University,icde,3.0,0.45758,2022
Lu Chen 0001,Zhejiang University,icde,4.0,0.61071,2023
Lu Chen 0001,Zhejiang University,icde,10.0,1.6286,2024
Lu Chen 0001,Zhejiang University,icde,1.0,0.16667,2025
Lu Chen 0001,Zhejiang University,icml,3.0,0.40278,2025
Lu Chen 0001,Zhejiang University,ijcai,1.0,0.2,2022
Lu Chen 0001,Zhejiang University,ijcai,1.0,0.14286,2025
Lu Chen 0001,Zhejiang University,kdd,2.0,0.30952,2022
Lu Chen 0001,Zhejiang University,kdd,1.0,0.125,2023
Lu Chen 0001,Zhejiang University,kdd,1.0,0.14286,2024
Lu Chen 0001,Zhejiang University,nips,1.0,0.14286,2022
Lu Chen 0001,Zhejiang University,sigir,1.0,0.2,2021
Lu Chen 0001,Zhejiang University,sigir,2.0,0.34286,2022
Lu Chen 0001,Zhejiang University,sigir,2.0,0.30952,2023
Lu Chen 0001,Zhejiang University,sigmod,1.0,0.16667,2015
Lu Chen 0001,Zhejiang University,sigmod,1.0,0.16667,2023
Lu Chen 0001,Zhejiang University,sigmod,3.0,0.5,2024
Lu Chen 0001,Zhejiang University,sigmod,1.0,0.16667,2025
Lu Chen 0001,Zhejiang University,vldb,1.0,0.16667,2017
Lu Chen 0001,Zhejiang University,vldb,1.0,0.2,2018
Lu Chen 0001,Zhejiang University,vldb,1.0,0.16667,2019
Lu Chen 0001,Zhejiang University,vldb,1.0,0.2,2020
Lu Chen 0001,Zhejiang University,vldb,5.0,0.92778,2021
Lu Chen 0001,Zhejiang University,vldb,2.0,0.34286,2022
Lu Chen 0001,Zhejiang University,vldb,6.0,0.83016,2023
Lu Chen 0001,Zhejiang University,vldb,4.0,0.625,2024
Lu Chen 0001,Zhejiang University,vldb,2.0,0.30952,2025
Lu Chen 0001,Zhejiang University,www,2.0,0.325,2023
Lu Chen 0001,Zhejiang University,www,1.0,0.125,2024
Manolis Zampetakis,Yale University,ec,1.0,0.33333,2016
Manolis Zampetakis,Yale University,ec,2.0,0.75,2020
Manolis Zampetakis,Yale University,ec,1.0,0.33333,2023
Manolis Zampetakis,Yale University,focs,2.0,0.58333,2018
Manolis Zampetakis,Yale University,focs,1.0,0.33333,2019
Manolis Zampetakis,Yale University,focs,1.0,0.33333,2024
Manolis Zampetakis,Yale University,icml,1.0,0.5,2025
Manolis Zampetakis,Yale University,ijcai,1.0,0.14286,2024
Manolis Zampetakis,Yale University,nips,3.0,0.91667,2020
Manolis Zampetakis,Yale University,nips,4.0,1.1667,2021
Manolis Zampetakis,Yale University,nips,1.0,0.33333,2022
Manolis Zampetakis,Yale University,nips,1.0,0.33333,2023
Manolis Zampetakis,Yale University,nips,2.0,0.30952,2024
Manolis Zampetakis,Yale University,soda,1.0,0.33333,2017
Manolis Zampetakis,Yale University,soda,1.0,0.25,2021
Manolis Zampetakis,Yale University,stoc,1.0,0.33333,2018
Manolis Zampetakis,Yale University,stoc,1.0,0.33333,2021
Manolis Zampetakis,Yale University,stoc,1.0,0.25,2023
Manolis Zampetakis,Yale University,wine,1.0,0.5,2013
Marynel Vázquez,Yale University,chiconf,1.0,0.2,2015
Marynel Vázquez,Yale University,cvpr,1.0,0.2,2021
Marynel Vázquez,Yale University,emnlp,1.0,0.14286,2018
Marynel Vázquez,Yale University,icra,1.0,0.090909,2019
Marynel Vázquez,Yale University,iros,1.0,0.33333,2015
Marynel Vázquez,Yale University,iros,1.0,0.2,2018
Marynel Vázquez,Yale University,iros,2.0,0.58333,2020
Marynel Vázquez,Yale University,iros,1.0,0.2,2021
Marynel Vázquez,Yale University,nips,1.0,0.2,2022
Marynel Vázquez,Yale University,rss,1.0,0.14286,2019
Michael J. Fischer,Yale University,crypto,1.0,0.5,1991
Michael J. Fischer,Yale University,focs,2.0,0.45,1979
Michael J. Fischer,Yale University,focs,1.0,0.5,1984
Michael J. Fischer,Yale University,focs,1.0,0.5,1985
Michael J. Fischer,Yale University,oakland,1.0,0.125,2017
Michael J. Fischer,Yale University,pods,1.0,0.5,1982
Michael J. Fischer,Yale University,pods,1.0,0.33333,1983
Michael J. Fischer,Yale University,soda,1.0,0.5,1993
Michael J. Fischer,Yale University,soda,1.0,0.2,2001
Michael J. Fischer,Yale University,sosp,1.0,0.16667,1981
Michael J. Fischer,Yale University,stoc,1.0,0.5,1973
Michael J. Fischer,Yale University,stoc,1.0,0.33333,1975
Michael J. Fischer,Yale University,stoc,2.0,1.0,1977
Michael J. Fischer,Yale University,stoc,1.0,0.5,1980
Michael J. Fischer,Yale University,stoc,1.0,0.25,1984
Michael J. Fischer,Yale University,stoc,1.0,0.25,1990
Min Tang 0001,Zhejiang University,aaai,1.0,0.25,2021
Min Tang 0001,Zhejiang University,cvpr,1.0,0.25,2023
Min Tang 0001,Zhejiang University,eurographics,1.0,0.25,2002
Min Tang 0001,Zhejiang University,eurographics,1.0,0.2,2013
Min Tang 0001,Zhejiang University,eurographics,1.0,0.25,2015
Min Tang 0001,Zhejiang University,eurographics,2.0,0.36667,2016
Min Tang 0001,Zhejiang University,eurographics,1.0,0.2,2017
Min Tang 0001,Zhejiang University,eurographics,2.0,0.45,2018
Min Tang 0001,Zhejiang University,eurographics,2.0,0.26786,2022
Min Tang 0001,Zhejiang University,eurographics,1.0,0.11111,2023
Min Tang 0001,Zhejiang University,siggraph,1.0,0.25,2012
Min Tang 0001,Zhejiang University,siggraph,1.0,0.1,2020
Min Tang 0001,Zhejiang University,siggraph-asia,1.0,0.2,2018
Min Tang 0001,Zhejiang University,siggraph-asia,1.0,0.16667,2020
Min Tang 0001,Zhejiang University,siggraph-asia,1.0,0.2,2024
Min Yao,Zhejiang University,aaai,1.0,0.16667,2017
Mingli Song,Zhejiang University,aaai,1.0,0.2,2019
Mingli Song,Zhejiang University,aaai,2.0,0.30952,2020
Mingli Song,Zhejiang University,aaai,3.0,0.43452,2021
Mingli Song,Zhejiang University,aaai,3.0,0.47619,2022
Mingli Song,Zhejiang University,aaai,2.0,0.325,2023
Mingli Song,Zhejiang University,aaai,4.0,0.67619,2024
Mingli Song,Zhejiang University,aaai,7.0,1.0234,2025
Mingli Song,Zhejiang University,cvpr,1.0,0.25,2004
Mingli Song,Zhejiang University,cvpr,2.0,0.30952,2013
Mingli Song,Zhejiang University,cvpr,2.0,0.33333,2014
Mingli Song,Zhejiang University,cvpr,1.0,0.2,2018
Mingli Song,Zhejiang University,cvpr,1.0,0.16667,2019
Mingli Song,Zhejiang University,cvpr,3.0,0.54286,2020
Mingli Song,Zhejiang University,cvpr,4.0,0.69167,2021
Mingli Song,Zhejiang University,cvpr,4.0,0.62778,2022
Mingli Song,Zhejiang University,cvpr,4.0,0.61071,2023
Mingli Song,Zhejiang University,cvpr,1.0,0.16667,2024
Mingli Song,Zhejiang University,cvpr,2.0,0.39286,2025
Mingli Song,Zhejiang University,eccv,1.0,0.2,2010
Mingli Song,Zhejiang University,eccv,2.0,0.28571,2018
Mingli Song,Zhejiang University,eccv,2.0,0.36667,2020
Mingli Song,Zhejiang University,eccv,4.0,0.56786,2022
Mingli Song,Zhejiang University,eccv,2.0,0.26786,2024
Mingli Song,Zhejiang University,iccv,1.0,0.16667,2019
Mingli Song,Zhejiang University,iccv,5.0,0.85833,2021
Mingli Song,Zhejiang University,iccv,2.0,0.34286,2023
Mingli Song,Zhejiang University,icde,1.0,0.16667,2024
Mingli Song,Zhejiang University,iclr,1.0,0.16667,2023
Mingli Song,Zhejiang University,iclr,2.0,0.25758,2024
Mingli Song,Zhejiang University,iclr,2.0,0.23611,2025
Mingli Song,Zhejiang University,icml,1.0,0.16667,2022
Mingli Song,Zhejiang University,icml,1.0,0.2,2023
Mingli Song,Zhejiang University,icml,1.0,0.25,2024
Mingli Song,Zhejiang University,icml,4.0,0.55397,2025
Mingli Song,Zhejiang University,ijcai,3.0,0.56667,2019
Mingli Song,Zhejiang University,ijcai,3.0,0.5,2021
Mingli Song,Zhejiang University,ijcai,1.0,0.14286,2022
Mingli Song,Zhejiang University,ijcai,1.0,0.5,2023
Mingli Song,Zhejiang University,ijcai,3.0,0.37897,2024
Mingli Song,Zhejiang University,ijcai,5.0,0.72024,2025
Mingli Song,Zhejiang University,kdd,1.0,0.090909,2023
Mingli Song,Zhejiang University,kdd,2.0,0.36667,2024
Mingli Song,Zhejiang University,nips,1.0,0.16667,2018
Mingli Song,Zhejiang University,nips,1.0,0.2,2019
Mingli Song,Zhejiang University,nips,2.0,0.39286,2020
Mingli Song,Zhejiang University,nips,1.0,0.14286,2021
Mingli Song,Zhejiang University,nips,1.0,0.16667,2023
Mingli Song,Zhejiang University,nips,9.0,1.3302,2024
Mingli Song,Zhejiang University,sc,1.0,0.1,2024
Mingli Song,Zhejiang University,sigmod,1.0,0.16667,2022
Mingli Song,Zhejiang University,usenixsec,1.0,0.1,2025
Mingli Song,Zhejiang University,vldb,1.0,0.1,2025
Mingli Song,Zhejiang University,www,1.0,0.2,2024
Mingli Song,Zhejiang University,www,1.0,0.14286,2025
Mingmin Zhang,Zhejiang University,eurographics,1.0,0.14286,2015
Mingshuai Chen,Zhejiang University,ase,1.0,0.11111,2024
Mingshuai Chen,Zhejiang University,asplos,2.0,0.24286,2024
Mingshuai Chen,Zhejiang University,cav,1.0,0.2,2019
Mingshuai Chen,Zhejiang University,cav,1.0,0.2,2020
Mingshuai Chen,Zhejiang University,cav,2.0,0.36667,2021
Mingshuai Chen,Zhejiang University,cav,1.0,0.25,2022
Mingshuai Chen,Zhejiang University,cav,1.0,0.2,2025
Mingshuai Chen,Zhejiang University,ijcai,1.0,0.090909,2025
Mingshuai Chen,Zhejiang University,oopsla,1.0,0.16667,2023
Mingshuai Chen,Zhejiang University,oopsla,1.0,0.2,2024
Mingxue Zhang 0001,Zhejiang University,ccs,1.0,0.5,2024
Mingxue Zhang 0001,Zhejiang University,fse,1.0,0.5,2020
Mingxue Zhang 0001,Zhejiang University,fse,1.0,0.5,2021
Mingxue Zhang 0001,Zhejiang University,icse,1.0,0.25,2024
Mingxue Zhang 0001,Zhejiang University,oakland,1.0,0.33333,2021
Mingxue Zhang 0001,Zhejiang University,oakland,1.0,0.2,2024
Mingxue Zhang 0001,Zhejiang University,usenixsec,1.0,0.2,2019
Mingxue Zhang 0001,Zhejiang University,www,1.0,0.33333,2020
Nicole Immorlica,Yale University,aaai,1.0,0.16667,2015
Nicole Immorlica,Yale University,aaai,1.0,0.25,2018
Nicole Immorlica,Yale University,aaai,1.0,0.16667,2024
Nicole Immorlica,Yale University,ec,2.0,0.45,2005
Nicole Immorlica,Yale University,ec,1.0,0.25,2007
Nicole Immorlica,Yale University,ec,1.0,0.25,2011
Nicole Immorlica,Yale University,ec,1.0,0.25,2013
Nicole Immorlica,Yale University,ec,1.0,0.2,2014
Nicole Immorlica,Yale University,ec,1.0,0.2,2018
Nicole Immorlica,Yale University,ec,1.0,0.33333,2020
Nicole Immorlica,Yale University,ec,1.0,0.2,2022
Nicole Immorlica,Yale University,focs,1.0,0.25,2007
Nicole Immorlica,Yale University,focs,1.0,0.25,2014
Nicole Immorlica,Yale University,focs,1.0,0.5,2018
Nicole Immorlica,Yale University,focs,1.0,0.25,2019
Nicole Immorlica,Yale University,icml,1.0,0.2,2024
Nicole Immorlica,Yale University,ijcai,1.0,0.25,2020
Nicole Immorlica,Yale University,mobicom,2.0,0.58333,2003
Nicole Immorlica,Yale University,nips,1.0,0.33333,2017
Nicole Immorlica,Yale University,soda,1.0,0.25,2004
Nicole Immorlica,Yale University,soda,2.0,0.83333,2005
Nicole Immorlica,Yale University,soda,1.0,0.33333,2007
Nicole Immorlica,Yale University,soda,1.0,0.2,2009
Nicole Immorlica,Yale University,soda,1.0,0.33333,2014
Nicole Immorlica,Yale University,soda,1.0,0.25,2017
Nicole Immorlica,Yale University,soda,1.0,0.25,2024
Nicole Immorlica,Yale University,stoc,1.0,0.16667,2005
Nicole Immorlica,Yale University,stoc,1.0,0.16667,2008
Nicole Immorlica,Yale University,stoc,1.0,0.16667,2011
Nicole Immorlica,Yale University,stoc,2.0,0.58333,2012
Nicole Immorlica,Yale University,stoc,1.0,0.2,2016
Nicole Immorlica,Yale University,wine,2.0,0.5,2005
Nicole Immorlica,Yale University,wine,2.0,0.66667,2006
Nicole Immorlica,Yale University,wine,1.0,0.33333,2009
Nicole Immorlica,Yale University,wine,3.0,0.67619,2010
Nicole Immorlica,Yale University,wine,1.0,0.5,2012
Nicole Immorlica,Yale University,wine,1.0,0.33333,2015
Nicole Immorlica,Yale University,wine,1.0,0.33333,2016
Nicole Immorlica,Yale University,wine,1.0,0.25,2017
Nicole Immorlica,Yale University,wine,1.0,0.2,2018
Nicole Immorlica,Yale University,wine,1.0,0.2,2020
Nicole Immorlica,Yale University,wine,1.0,0.33333,2021
Nicole Immorlica,Yale University,www,1.0,0.5,2005
Nicole Immorlica,Yale University,www,1.0,0.16667,2007
Nicole Immorlica,Yale University,www,1.0,0.25,2008
Nicole Immorlica,Yale University,www,1.0,0.33333,2015
Nicole Immorlica,Yale University,www,2.0,0.58333,2019
Nicole Immorlica,Yale University,www,1.0,0.33333,2024
Ningyu Zhang 0001,Zhejiang University,aaai,1.0,0.14286,2021
Ningyu Zhang 0001,Zhejiang University,aaai,4.0,0.56667,2024
Ningyu Zhang 0001,Zhejiang University,acl,3.0,0.425,2021
Ningyu Zhang 0001,Zhejiang University,acl,1.0,0.043478,2022
Ningyu Zhang 0001,Zhejiang University,acl,2.0,0.36111,2023
Ningyu Zhang 0001,Zhejiang University,acl,5.0,0.63452,2024
Ningyu Zhang 0001,Zhejiang University,acl,5.0,0.56753,2025
Ningyu Zhang 0001,Zhejiang University,emnlp,1.0,0.16667,2018
Ningyu Zhang 0001,Zhejiang University,emnlp,1.0,0.25,2022
Ningyu Zhang 0001,Zhejiang University,emnlp,3.0,0.41071,2023
Ningyu Zhang 0001,Zhejiang University,icde,1.0,0.071429,2023
Ningyu Zhang 0001,Zhejiang University,iclr,2.0,0.23611,2022
Ningyu Zhang 0001,Zhejiang University,iclr,1.0,0.16667,2023
Ningyu Zhang 0001,Zhejiang University,iclr,4.0,0.60119,2024
Ningyu Zhang 0001,Zhejiang University,iclr,2.0,0.25397,2025
Ningyu Zhang 0001,Zhejiang University,icml,1.0,0.25,2024
Ningyu Zhang 0001,Zhejiang University,icml,1.0,0.125,2025
Ningyu Zhang 0001,Zhejiang University,ijcai,3.0,0.39683,2021
Ningyu Zhang 0001,Zhejiang University,ijcai,1.0,0.125,2023
Ningyu Zhang 0001,Zhejiang University,ijcai,3.0,0.33611,2024
Ningyu Zhang 0001,Zhejiang University,kdd,1.0,0.090909,2021
Ningyu Zhang 0001,Zhejiang University,naacl,1.0,0.14286,2019
Ningyu Zhang 0001,Zhejiang University,naacl,2.0,0.30952,2021
Ningyu Zhang 0001,Zhejiang University,naacl,1.0,0.16667,2024
Ningyu Zhang 0001,Zhejiang University,nips,1.0,0.11111,2022
Ningyu Zhang 0001,Zhejiang University,nips,1.0,0.125,2023
Ningyu Zhang 0001,Zhejiang University,nips,3.0,0.35397,2024
Ningyu Zhang 0001,Zhejiang University,sigir,3.0,0.33089,2022
Ningyu Zhang 0001,Zhejiang University,sigir,1.0,0.14286,2023
Ningyu Zhang 0001,Zhejiang University,www,1.0,0.16667,2020
Ningyu Zhang 0001,Zhejiang University,www,2.0,0.23611,2022
Nisheeth K. Vishnoi,Yale University,cvpr,1.0,0.33333,2011
Nisheeth K. Vishnoi,Yale University,focs,2.0,0.75,2005
Nisheeth K. Vishnoi,Yale University,focs,1.0,0.33333,2017
Nisheeth K. Vishnoi,Yale University,focs,1.0,0.5,2019
Nisheeth K. Vishnoi,Yale University,iclr,1.0,0.5,2024
Nisheeth K. Vishnoi,Yale University,icml,1.0,0.16667,2018
Nisheeth K. Vishnoi,Yale University,icml,2.0,0.83333,2019
Nisheeth K. Vishnoi,Yale University,icml,1.0,0.33333,2020
Nisheeth K. Vishnoi,Yale University,icml,1.0,0.25,2021
Nisheeth K. Vishnoi,Yale University,icml,1.0,0.25,2022
Nisheeth K. Vishnoi,Yale University,icml,1.0,0.2,2023
Nisheeth K. Vishnoi,Yale University,icml,1.0,0.25,2024
Nisheeth K. Vishnoi,Yale University,icml,2.0,0.66667,2025
Nisheeth K. Vishnoi,Yale University,ijcai,1.0,0.33333,2018
Nisheeth K. Vishnoi,Yale University,nips,1.0,0.5,2018
Nisheeth K. Vishnoi,Yale University,nips,2.0,0.66667,2019
Nisheeth K. Vishnoi,Yale University,nips,1.0,0.33333,2020
Nisheeth K. Vishnoi,Yale University,nips,2.0,0.66667,2021
Nisheeth K. Vishnoi,Yale University,nips,3.0,1.5,2022
Nisheeth K. Vishnoi,Yale University,nips,2.0,0.75,2023
Nisheeth K. Vishnoi,Yale University,soda,1.0,0.2,2002
Nisheeth K. Vishnoi,Yale University,soda,3.0,1.0833,2011
Nisheeth K. Vishnoi,Yale University,soda,1.0,0.25,2013
Nisheeth K. Vishnoi,Yale University,soda,1.0,1.0,2015
Nisheeth K. Vishnoi,Yale University,soda,2.0,0.83333,2016
Nisheeth K. Vishnoi,Yale University,soda,1.0,0.5,2019
Nisheeth K. Vishnoi,Yale University,stoc,1.0,0.25,2006
Nisheeth K. Vishnoi,Yale University,stoc,2.0,0.41667,2008
Nisheeth K. Vishnoi,Yale University,stoc,2.0,0.66667,2012
Nisheeth K. Vishnoi,Yale University,stoc,1.0,0.5,2014
Nisheeth K. Vishnoi,Yale University,stoc,1.0,0.5,2017
Nisheeth K. Vishnoi,Yale University,stoc,1.0,0.33333,2019
Nisheeth K. Vishnoi,Yale University,stoc,2.0,1.0,2020
Nisheeth K. Vishnoi,Yale University,stoc,2.0,0.83333,2021
Nisheeth K. Vishnoi,Yale University,wine,1.0,0.33333,2017
Nisheeth K. Vishnoi,Yale University,www,1.0,0.5,2023
Peisen Yao,Zhejiang University,ase,1.0,0.125,2021
Peisen Yao,Zhejiang University,ase,2.0,0.30952,2023
Peisen Yao,Zhejiang University,asplos,1.0,0.16667,2024
Peisen Yao,Zhejiang University,fse,1.0,0.16667,2021
Peisen Yao,Zhejiang University,fse,2.0,0.27778,2025
Peisen Yao,Zhejiang University,icse,1.0,0.2,2022
Peisen Yao,Zhejiang University,icse,1.0,0.2,2023
Peisen Yao,Zhejiang University,icse,1.0,0.2,2024
Peisen Yao,Zhejiang University,issta,1.0,0.25,2020
Peisen Yao,Zhejiang University,issta,1.0,0.16667,2021
Peisen Yao,Zhejiang University,issta,1.0,0.33333,2024
Peisen Yao,Zhejiang University,oakland,1.0,0.2,2020
Peisen Yao,Zhejiang University,oakland,1.0,0.16667,2022
Peisen Yao,Zhejiang University,oakland,1.0,0.2,2024
Peisen Yao,Zhejiang University,oopsla,1.0,0.25,2021
Peisen Yao,Zhejiang University,oopsla,2.0,0.45,2022
Peisen Yao,Zhejiang University,pldi,2.0,0.58333,2021
Peisen Yao,Zhejiang University,pldi,1.0,0.16667,2024
Peisen Yao,Zhejiang University,usenixsec,1.0,0.25,2023
Qiming Hou,Zhejiang University,eurographics,1.0,0.25,2012
Qiming Hou,Zhejiang University,siggraph,1.0,0.33333,2008
Qiming Hou,Zhejiang University,siggraph,1.0,0.2,2010
Qiming Hou,Zhejiang University,siggraph,1.0,0.33333,2014
Qiming Hou,Zhejiang University,siggraph-asia,1.0,0.25,2008
Qiming Hou,Zhejiang University,siggraph-asia,2.0,0.5,2009
Qiming Hou,Zhejiang University,siggraph-asia,1.0,0.5,2011
Qiming Hou,Zhejiang University,siggraph-asia,1.0,0.2,2015
Qiming Hou,Zhejiang University,siggraph-asia,1.0,0.33333,2016
Qinming He,Zhejiang University,ccs,1.0,0.14286,2021
Qinming He,Zhejiang University,fse,1.0,0.14286,2025
Qinming He,Zhejiang University,icde,1.0,0.2,2014
Qinming He,Zhejiang University,icde,1.0,0.14286,2018
Qinming He,Zhejiang University,icde,1.0,0.14286,2019
Qinming He,Zhejiang University,icde,1.0,0.1,2021
Qinming He,Zhejiang University,icde,1.0,0.16667,2022
Qinming He,Zhejiang University,icde,1.0,0.2,2023
Qinming He,Zhejiang University,icde,1.0,0.1,2024
Qinming He,Zhejiang University,ijcai,1.0,0.16667,2020
Qinming He,Zhejiang University,ijcai,1.0,0.16667,2021
Qinming He,Zhejiang University,ijcai,1.0,0.33333,2022
Qinming He,Zhejiang University,sigcomm,1.0,0.041667,2024
Qinming He,Zhejiang University,sigcomm,1.0,0.055556,2025
Qinming He,Zhejiang University,usenixsec,2.0,0.36111,2024
Qinming He,Zhejiang University,www,1.0,0.25,2023
Quanquan C. Liu,Yale University,focs,1.0,0.16667,2022
Quanquan C. Liu,Yale University,vldb,1.0,0.25,2025
Rajit Manohar,Yale University,asplos,1.0,0.33333,2004
Rajit Manohar,Yale University,dac,1.0,0.33333,2025
Rajit Manohar,Yale University,iccad,1.0,0.5,2014
Rajit Manohar,Yale University,iccad,1.0,0.25,2019
Rajit Manohar,Yale University,iccad,1.0,0.33333,2020
Rajit Manohar,Yale University,isca,1.0,0.125,2020
Rajit Manohar,Yale University,isca,1.0,0.125,2023
Rajit Manohar,Yale University,pldi,1.0,0.25,2015
Rajit Manohar,Yale University,sc,1.0,0.026316,2014
